"posicion","jugador","puntuacion","url"
"26"," startv864","1988.1408 SP","https://www.thehunter.com/#leaderboards/score/25"
"27"," Davidzz","1987.6529 SP","https://www.thehunter.com/#leaderboards/score/25"
"28"," maconi","1986.3105 SP","https://www.thehunter.com/#leaderboards/score/25"
"29"," ISnooop","1986.2160 SP","https://www.thehunter.com/#leaderboards/score/25"
"30"," sharpyy","1985.8135 SP","https://www.thehunter.com/#leaderboards/score/25"
"31"," Asdrubal_Pachano","1985.4166 SP","https://www.thehunter.com/#leaderboards/score/25"
"32"," zezimBR","1983.3736 SP","https://www.thehunter.com/#leaderboards/score/25"
"33"," Mato446","1983.1732 SP","https://www.thehunter.com/#leaderboards/score/25"
"34"," Akos2020","1982.9649 SP","https://www.thehunter.com/#leaderboards/score/25"
"35"," MAYCONSC","1982.8623 SP","https://www.thehunter.com/#leaderboards/score/25"
"36"," Mario33Pipas","1982.0497 SP","https://www.thehunter.com/#leaderboards/score/25"
"37"," Nomiii","1981.9950 SP","https://www.thehunter.com/#leaderboards/score/25"
"38"," Helical_Distortion","1981.1487 SP","https://www.thehunter.com/#leaderboards/score/25"
"39"," Willow_water_196","1980.5252 SP","https://www.thehunter.com/#leaderboards/score/25"
"40"," Katz_The_Pale","1980.4966 SP","https://www.thehunter.com/#leaderboards/score/25"
"41"," TeoCata","1980.3195 SP","https://www.thehunter.com/#leaderboards/score/25"
"42"," Bubba_T","1978.7897 SP","https://www.thehunter.com/#leaderboards/score/25"
"43"," yenber","1978.5951 SP","https://www.thehunter.com/#leaderboards/score/25"
"44"," Julus","1978.1605 SP","https://www.thehunter.com/#leaderboards/score/25"
"45"," MatCraft10","1977.9523 SP","https://www.thehunter.com/#leaderboards/score/25"
"46"," shustik084","1977.8444 SP","https://www.thehunter.com/#leaderboards/score/25"
"47"," dede73","1977.6648 SP","https://www.thehunter.com/#leaderboards/score/25"
"48"," Fernando0160","1977.0524 SP","https://www.thehunter.com/#leaderboards/score/25"
"49"," FROSTIKM","1976.7684 SP","https://www.thehunter.com/#leaderboards/score/25"
"50"," HunterXP","1976.4199 SP","https://www.thehunter.com/#leaderboards/score/25"
"51"," _Faultier_","1974.5386 SP","https://www.thehunter.com/#leaderboards/score/25"
"52"," Nicke7","1974.0414 SP","https://www.thehunter.com/#leaderboards/score/25"
"53"," behrettyamari","1973.6504 SP","https://www.thehunter.com/#leaderboards/score/25"
"54"," chorypa","1973.6297 SP","https://www.thehunter.com/#leaderboards/score/25"
"55"," Hawkeye_81","1973.3954 SP","https://www.thehunter.com/#leaderboards/score/25"
"56"," burt23","1973.0005 SP","https://www.thehunter.com/#leaderboards/score/25"
"57"," matuas456","1972.3477 SP","https://www.thehunter.com/#leaderboards/score/25"
"58"," M4NUfLoQ","1971.5569 SP","https://www.thehunter.com/#leaderboards/score/25"
"59"," xlou","1971.1539 SP","https://www.thehunter.com/#leaderboards/score/25"
"60"," Joshcons","1971.1074 SP","https://www.thehunter.com/#leaderboards/score/25"
"61"," darkangelomega","1970.6411 SP","https://www.thehunter.com/#leaderboards/score/25"
"62"," SEMA_E","1970.5373 SP","https://www.thehunter.com/#leaderboards/score/25"
"63"," Zivke","1970.4256 SP","https://www.thehunter.com/#leaderboards/score/25"
"64"," Odeus7","1969.3268 SP","https://www.thehunter.com/#leaderboards/score/25"
"65"," Kucheryviy","1968.8911 SP","https://www.thehunter.com/#leaderboards/score/25"
"66"," Erosingo","1968.8156 SP","https://www.thehunter.com/#leaderboards/score/25"
"67"," THOSHER","1968.5222 SP","https://www.thehunter.com/#leaderboards/score/25"
"68"," Marcos295613","1968.1207 SP","https://www.thehunter.com/#leaderboards/score/25"
"69"," ZARAS1","1967.9052 SP","https://www.thehunter.com/#leaderboards/score/25"
"70"," cakil007","1967.7372 SP","https://www.thehunter.com/#leaderboards/score/25"
"71"," boohearli","1967.7330 SP","https://www.thehunter.com/#leaderboards/score/25"
"72"," EvandroHunter","1967.4320 SP","https://www.thehunter.com/#leaderboards/score/25"
"73"," Deivis48","1966.8254 SP","https://www.thehunter.com/#leaderboards/score/25"
"74"," CharismaTheHunter","1965.7416 SP","https://www.thehunter.com/#leaderboards/score/25"
"75"," SongOfAutumn","1965.6705 SP","https://www.thehunter.com/#leaderboards/score/25"
"76"," Ananas219","1965.5152 SP","https://www.thehunter.com/#leaderboards/score/25"
"77"," Zeksi_","1965.0078 SP","https://www.thehunter.com/#leaderboards/score/25"
"78"," MichalMajak9","1964.8225 SP","https://www.thehunter.com/#leaderboards/score/25"
"79"," DrVos","1964.5363 SP","https://www.thehunter.com/#leaderboards/score/25"
"80"," solmaz38","1963.0430 SP","https://www.thehunter.com/#leaderboards/score/25"
"81"," Wyattpow","1962.9645 SP","https://www.thehunter.com/#leaderboards/score/25"
"82"," Sonnenschein78","1962.9102 SP","https://www.thehunter.com/#leaderboards/score/25"
"83"," g9seals","1962.2217 SP","https://www.thehunter.com/#leaderboards/score/25"
"84"," Fabulous_field_69f9","1962.2130 SP","https://www.thehunter.com/#leaderboards/score/25"
"85"," Raksu","1962.0830 SP","https://www.thehunter.com/#leaderboards/score/25"
"86"," rickythe3rd","1961.9662 SP","https://www.thehunter.com/#leaderboards/score/25"
"87"," blackrat","1961.9448 SP","https://www.thehunter.com/#leaderboards/score/25"
"88"," 12garry","1961.6268 SP","https://www.thehunter.com/#leaderboards/score/25"
"89"," giustuc","1961.3091 SP","https://www.thehunter.com/#leaderboards/score/25"
"90"," evil_uncle","1960.6952 SP","https://www.thehunter.com/#leaderboards/score/25"
"91"," Raulll","1960.3506 SP","https://www.thehunter.com/#leaderboards/score/25"
"92"," kyoreto","1960.2646 SP","https://www.thehunter.com/#leaderboards/score/25"
"93"," MrWonderful","1959.9671 SP","https://www.thehunter.com/#leaderboards/score/25"
"94"," Katzrul","1959.7730 SP","https://www.thehunter.com/#leaderboards/score/25"
"95"," thereal_foxy","1959.2555 SP","https://www.thehunter.com/#leaderboards/score/25"
"96"," ANDITINLIAVCI_46","1959.2511 SP","https://www.thehunter.com/#leaderboards/score/25"
"97"," Pluhius","1958.4973 SP","https://www.thehunter.com/#leaderboards/score/25"
"98"," Whindammer","1958.3937 SP","https://www.thehunter.com/#leaderboards/score/25"
"99"," careerevil","1958.0259 SP","https://www.thehunter.com/#leaderboards/score/25"
"100"," Rodrigues17","1957.5398 SP","https://www.thehunter.com/#leaderboards/score/25"
"1"," IFICA","9.6285 SP","https://www.thehunter.com/#leaderboards/score/43"
"2"," psl","9.6233 SP","https://www.thehunter.com/#leaderboards/score/43"
"3"," EnderPwner112","9.6229 SP","https://www.thehunter.com/#leaderboards/score/43"
"4"," Heidi1990","9.6225 SP","https://www.thehunter.com/#leaderboards/score/43"
"5"," PhiHunter","9.6221 SP","https://www.thehunter.com/#leaderboards/score/43"
"6"," LudwigvanD","9.6205 SP","https://www.thehunter.com/#leaderboards/score/43"
"7"," NotCalebe","9.6153 SP","https://www.thehunter.com/#leaderboards/score/43"
"8"," EasyPeezyLemon","9.6133 SP","https://www.thehunter.com/#leaderboards/score/43"
"9"," GreenFeuille","9.6125 SP","https://www.thehunter.com/#leaderboards/score/43"
"10"," OnlyTz","9.6113 SP","https://www.thehunter.com/#leaderboards/score/43"
"11"," Tricky_Wolf_173","9.6109 SP","https://www.thehunter.com/#leaderboards/score/43"
"12"," Digage","9.6100 SP","https://www.thehunter.com/#leaderboards/score/43"
"13"," MoxYA","9.6093 SP","https://www.thehunter.com/#leaderboards/score/43"
"14"," Mysen","9.6089 SP","https://www.thehunter.com/#leaderboards/score/43"
"15"," Mysliwy06","9.6081 SP","https://www.thehunter.com/#leaderboards/score/43"
"15"," vladkiak10","9.6081 SP","https://www.thehunter.com/#leaderboards/score/43"
"15"," VYPERAS","9.6081 SP","https://www.thehunter.com/#leaderboards/score/43"
"18"," nnn55_kk","9.6049 SP","https://www.thehunter.com/#leaderboards/score/43"
"18"," Clavinder","9.6049 SP","https://www.thehunter.com/#leaderboards/score/43"
"20"," kwib","9.6044 SP","https://www.thehunter.com/#leaderboards/score/43"
"21"," valdec","9.6032 SP","https://www.thehunter.com/#leaderboards/score/43"
"22"," Shtorm91","9.6029 SP","https://www.thehunter.com/#leaderboards/score/43"
"23"," Skylot","9.6013 SP","https://www.thehunter.com/#leaderboards/score/43"
"24"," Devil1972","9.6009 SP","https://www.thehunter.com/#leaderboards/score/43"
"25"," Moon_Knight_","9.5989 SP","https://www.thehunter.com/#leaderboards/score/43"
"26"," catzncurlz","9.5984 SP","https://www.thehunter.com/#leaderboards/score/43"
"26"," elkapitan","9.5984 SP","https://www.thehunter.com/#leaderboards/score/43"
"28"," carnage_911","9.5980 SP","https://www.thehunter.com/#leaderboards/score/43"
"29"," Schase76","9.5969 SP","https://www.thehunter.com/#leaderboards/score/43"
"30"," badhunter54","9.5957 SP","https://www.thehunter.com/#leaderboards/score/43"
"31"," GeorgeWiebe","9.5956 SP","https://www.thehunter.com/#leaderboards/score/43"
"32"," Ogruls","9.5952 SP","https://www.thehunter.com/#leaderboards/score/43"
"33"," krulser300","9.5928 SP","https://www.thehunter.com/#leaderboards/score/43"
"34"," marioice","9.5924 SP","https://www.thehunter.com/#leaderboards/score/43"
"34"," wolfpack508","9.5924 SP","https://www.thehunter.com/#leaderboards/score/43"
"36"," raptor55","9.5916 SP","https://www.thehunter.com/#leaderboards/score/43"
"36"," WindSmasher","9.5916 SP","https://www.thehunter.com/#leaderboards/score/43"
"38"," Peter848","9.5884 SP","https://www.thehunter.com/#leaderboards/score/43"
"39"," OldMM1966","9.5864 SP","https://www.thehunter.com/#leaderboards/score/43"
"40"," INN0VAT0R","9.5848 SP","https://www.thehunter.com/#leaderboards/score/43"
"41"," har_431","9.5847 SP","https://www.thehunter.com/#leaderboards/score/43"
"42"," Bitterclinger","9.5832 SP","https://www.thehunter.com/#leaderboards/score/43"
"43"," duddet","9.5816 SP","https://www.thehunter.com/#leaderboards/score/43"
"44"," SOIYOAL","9.5796 SP","https://www.thehunter.com/#leaderboards/score/43"
"45"," elmer_j_fudd","9.5780 SP","https://www.thehunter.com/#leaderboards/score/43"
"46"," Robertasz","9.5764 SP","https://www.thehunter.com/#leaderboards/score/43"
"47"," Clouddiver","9.5751 SP","https://www.thehunter.com/#leaderboards/score/43"
"48"," ElliottFulghum","9.5731 SP","https://www.thehunter.com/#leaderboards/score/43"
"49"," mamicka","9.5727 SP","https://www.thehunter.com/#leaderboards/score/43"
"50"," Hunter_Blaze","9.5719 SP","https://www.thehunter.com/#leaderboards/score/43"
"51"," Zyrixm2009","9.5708 SP","https://www.thehunter.com/#leaderboards/score/43"
"52"," YSNGLR25","9.5704 SP","https://www.thehunter.com/#leaderboards/score/43"
"53"," gediel5","9.5699 SP","https://www.thehunter.com/#leaderboards/score/43"
"54"," Loup_ravissant","9.5675 SP","https://www.thehunter.com/#leaderboards/score/43"
"55"," Fend2005","9.5667 SP","https://www.thehunter.com/#leaderboards/score/43"
"56"," korbaaa","9.5663 SP","https://www.thehunter.com/#leaderboards/score/43"
"57"," Molphar","9.5619 SP","https://www.thehunter.com/#leaderboards/score/43"
"58"," _Faultier_","9.5611 SP","https://www.thehunter.com/#leaderboards/score/43"
"59"," Nefastix13","9.5607 SP","https://www.thehunter.com/#leaderboards/score/43"
"60"," djpking","9.5583 SP","https://www.thehunter.com/#leaderboards/score/43"
"61"," Xantares00","9.5571 SP","https://www.thehunter.com/#leaderboards/score/43"
"61"," M1Th1C4L","9.5571 SP","https://www.thehunter.com/#leaderboards/score/43"
"63"," korga909","9.5551 SP","https://www.thehunter.com/#leaderboards/score/43"
"64"," Muley_","9.5543 SP","https://www.thehunter.com/#leaderboards/score/43"
"65"," DerWildeHund","9.5531 SP","https://www.thehunter.com/#leaderboards/score/43"
"66"," Castmaster01","9.5530 SP","https://www.thehunter.com/#leaderboards/score/43"
"67"," therisths","9.5526 SP","https://www.thehunter.com/#leaderboards/score/43"
"68"," Josh76","9.5522 SP","https://www.thehunter.com/#leaderboards/score/43"
"69"," Woodsee","9.5514 SP","https://www.thehunter.com/#leaderboards/score/43"
"70"," Coolfirell","9.5511 SP","https://www.thehunter.com/#leaderboards/score/43"
"71"," Salamanqa","9.5502 SP","https://www.thehunter.com/#leaderboards/score/43"
"72"," Shiguera","9.5490 SP","https://www.thehunter.com/#leaderboards/score/43"
"73"," Josch77","9.5482 SP","https://www.thehunter.com/#leaderboards/score/43"
"74"," cheesekiller","9.5470 SP","https://www.thehunter.com/#leaderboards/score/43"
"75"," 44gokhan44","9.5466 SP","https://www.thehunter.com/#leaderboards/score/43"
"76"," JantarCZE","9.5443 SP","https://www.thehunter.com/#leaderboards/score/43"
"77"," Meatroaster","9.5434 SP","https://www.thehunter.com/#leaderboards/score/43"
"78"," Bambilinoo","9.5422 SP","https://www.thehunter.com/#leaderboards/score/43"
"79"," borys1977","9.5403 SP","https://www.thehunter.com/#leaderboards/score/43"
"80"," Gergerok","9.5402 SP","https://www.thehunter.com/#leaderboards/score/43"
"80"," mosuRO","9.5402 SP","https://www.thehunter.com/#leaderboards/score/43"
"80"," Piyanistt80","9.5402 SP","https://www.thehunter.com/#leaderboards/score/43"
"83"," RedShow","9.5394 SP","https://www.thehunter.com/#leaderboards/score/43"
"84"," Helical_Distortion","9.5378 SP","https://www.thehunter.com/#leaderboards/score/43"
"85"," Taterman_69","9.5374 SP","https://www.thehunter.com/#leaderboards/score/43"
"86"," Winfish2003","9.5346 SP","https://www.thehunter.com/#leaderboards/score/43"
"86"," Silar","9.5346 SP","https://www.thehunter.com/#leaderboards/score/43"
"88"," Marcus_magoo","9.5334 SP","https://www.thehunter.com/#leaderboards/score/43"
"89"," Niam","9.5330 SP","https://www.thehunter.com/#leaderboards/score/43"
"89"," sznurek","9.5330 SP","https://www.thehunter.com/#leaderboards/score/43"
"91"," Sam2022","9.5322 SP","https://www.thehunter.com/#leaderboards/score/43"
"92"," MetalFoil","9.5318 SP","https://www.thehunter.com/#leaderboards/score/43"
"93"," dreamieh","9.5314 SP","https://www.thehunter.com/#leaderboards/score/43"
"93"," pegyus","9.5314 SP","https://www.thehunter.com/#leaderboards/score/43"
"95"," THOSHER","9.5306 SP","https://www.thehunter.com/#leaderboards/score/43"
"96"," Risky08","9.5286 SP","https://www.thehunter.com/#leaderboards/score/43"
"96"," waiora","9.5286 SP","https://www.thehunter.com/#leaderboards/score/43"
"98"," Ranger_6975","9.5278 SP","https://www.thehunter.com/#leaderboards/score/43"
"99"," lovaclaprofi","9.5274 SP","https://www.thehunter.com/#leaderboards/score/43"
"100"," subject_117","9.5262 SP","https://www.thehunter.com/#leaderboards/score/43"
"1"," Dentin","11.5702 SP","https://www.thehunter.com/#leaderboards/score/49"
"2"," hartles0203","11.5509 SP","https://www.thehunter.com/#leaderboards/score/49"
"3"," Elton_BR","11.5469 SP","https://www.thehunter.com/#leaderboards/score/49"
"4"," cafaro29","11.5425 SP","https://www.thehunter.com/#leaderboards/score/49"
"5"," 29552415","11.5356 SP","https://www.thehunter.com/#leaderboards/score/49"
"6"," mosuRO","11.5320 SP","https://www.thehunter.com/#leaderboards/score/49"
"7"," Royalize","11.5296 SP","https://www.thehunter.com/#leaderboards/score/49"
"8"," Abandon2014","11.5276 SP","https://www.thehunter.com/#leaderboards/score/49"
"9"," Golipp0","11.5220 SP","https://www.thehunter.com/#leaderboards/score/49"
"10"," OnlyTz","11.5156 SP","https://www.thehunter.com/#leaderboards/score/49"
"11"," Robert_Souza","11.5148 SP","https://www.thehunter.com/#leaderboards/score/49"
"12"," GolgothXIIIfr","11.5060 SP","https://www.thehunter.com/#leaderboards/score/49"
"13"," seva0185","11.5019 SP","https://www.thehunter.com/#leaderboards/score/49"
"14"," Castmaster01","11.4995 SP","https://www.thehunter.com/#leaderboards/score/49"
"15"," buckblaster3","11.4971 SP","https://www.thehunter.com/#leaderboards/score/49"
"16"," carlosamaralpretto","11.4874 SP","https://www.thehunter.com/#leaderboards/score/49"
"17"," vallejo51","11.4782 SP","https://www.thehunter.com/#leaderboards/score/49"
"18"," BurninNeedle","11.4774 SP","https://www.thehunter.com/#leaderboards/score/49"
"19"," scott_man_66","11.4754 SP","https://www.thehunter.com/#leaderboards/score/49"
"20"," fetya74","11.4646 SP","https://www.thehunter.com/#leaderboards/score/49"
"21"," Hunter_S_Thompson","11.4634 SP","https://www.thehunter.com/#leaderboards/score/49"
"22"," Saana","11.4630 SP","https://www.thehunter.com/#leaderboards/score/49"
"23"," konavljanin","11.4590 SP","https://www.thehunter.com/#leaderboards/score/49"
"24"," GunsMaster","11.4553 SP","https://www.thehunter.com/#leaderboards/score/49"
"25"," Moose_Hunter737","11.4408 SP","https://www.thehunter.com/#leaderboards/score/49"
"26"," DLC_Canal","11.4349 SP","https://www.thehunter.com/#leaderboards/score/49"
"27"," Cosmopolit","11.4276 SP","https://www.thehunter.com/#leaderboards/score/49"
"28"," Dodesz2694","11.4244 SP","https://www.thehunter.com/#leaderboards/score/49"
"29"," JMMax","11.4208 SP","https://www.thehunter.com/#leaderboards/score/49"
"30"," Andhii","11.4191 SP","https://www.thehunter.com/#leaderboards/score/49"
"31"," napeHb_c_neperapom_DK","11.4160 SP","https://www.thehunter.com/#leaderboards/score/49"
"32"," wild_Adventurer_485","11.4144 SP","https://www.thehunter.com/#leaderboards/score/49"
"33"," caza_pro_Dz","11.4092 SP","https://www.thehunter.com/#leaderboards/score/49"
"34"," prefsproute","11.4035 SP","https://www.thehunter.com/#leaderboards/score/49"
"34"," VVV777","11.4035 SP","https://www.thehunter.com/#leaderboards/score/49"
"36"," snowyBait","11.4004 SP","https://www.thehunter.com/#leaderboards/score/49"
"37"," WRD61","11.3991 SP","https://www.thehunter.com/#leaderboards/score/49"
"38"," Lazar122","11.3946 SP","https://www.thehunter.com/#leaderboards/score/49"
"39"," SOIYOAL","11.3943 SP","https://www.thehunter.com/#leaderboards/score/49"
"40"," THUNDERFRUIT","11.3939 SP","https://www.thehunter.com/#leaderboards/score/49"
"41"," ikechan","11.3926 SP","https://www.thehunter.com/#leaderboards/score/49"
"42"," HooCairs","11.3891 SP","https://www.thehunter.com/#leaderboards/score/49"
"43"," WindBiker","11.3826 SP","https://www.thehunter.com/#leaderboards/score/49"
"44"," ZYO","11.3818 SP","https://www.thehunter.com/#leaderboards/score/49"
"45"," Whitetailfever","11.3758 SP","https://www.thehunter.com/#leaderboards/score/49"
"46"," DeReaper80","11.3738 SP","https://www.thehunter.com/#leaderboards/score/49"
"47"," kral_41","11.3730 SP","https://www.thehunter.com/#leaderboards/score/49"
"48"," JimboCrow","11.3718 SP","https://www.thehunter.com/#leaderboards/score/49"
"49"," Baleburner","11.3714 SP","https://www.thehunter.com/#leaderboards/score/49"
"50"," AJR03","11.3686 SP","https://www.thehunter.com/#leaderboards/score/49"
"51"," OuinOuin33","11.3642 SP","https://www.thehunter.com/#leaderboards/score/49"
"52"," hanshkh","11.3597 SP","https://www.thehunter.com/#leaderboards/score/49"
"53"," Snake72","11.3537 SP","https://www.thehunter.com/#leaderboards/score/49"
"54"," nanaiadu","11.3501 SP","https://www.thehunter.com/#leaderboards/score/49"
"55"," NoodleArmor","11.3489 SP","https://www.thehunter.com/#leaderboards/score/49"
"56"," Musgrave","11.3469 SP","https://www.thehunter.com/#leaderboards/score/49"
"57"," Stwcowboy","11.3437 SP","https://www.thehunter.com/#leaderboards/score/49"
"58"," ahab100","11.3417 SP","https://www.thehunter.com/#leaderboards/score/49"
"58"," Roberto_CR","11.3417 SP","https://www.thehunter.com/#leaderboards/score/49"
"60"," Cadavermito","11.3404 SP","https://www.thehunter.com/#leaderboards/score/49"
"61"," magisa","11.3373 SP","https://www.thehunter.com/#leaderboards/score/49"
"62"," Ares48","11.3268 SP","https://www.thehunter.com/#leaderboards/score/49"
"63"," AKDINHO","11.3252 SP","https://www.thehunter.com/#leaderboards/score/49"
"64"," wellison","11.3188 SP","https://www.thehunter.com/#leaderboards/score/49"
"65"," AVC2013","11.3128 SP","https://www.thehunter.com/#leaderboards/score/49"
"66"," Lesnik2112","11.3107 SP","https://www.thehunter.com/#leaderboards/score/49"
"67"," Cakeeater","11.3103 SP","https://www.thehunter.com/#leaderboards/score/49"
"68"," X_Hunter","11.3092 SP","https://www.thehunter.com/#leaderboards/score/49"
"69"," Paddy2702","11.3051 SP","https://www.thehunter.com/#leaderboards/score/49"
"70"," bluebird123","11.3043 SP","https://www.thehunter.com/#leaderboards/score/49"
"71"," Sus_kuken","11.3032 SP","https://www.thehunter.com/#leaderboards/score/49"
"72"," CHV_MOPAR","11.3023 SP","https://www.thehunter.com/#leaderboards/score/49"
"73"," piotrek666","11.2991 SP","https://www.thehunter.com/#leaderboards/score/49"
"74"," hey","11.2979 SP","https://www.thehunter.com/#leaderboards/score/49"
"75"," milda60","11.2903 SP","https://www.thehunter.com/#leaderboards/score/49"
"76"," tuurists","11.2902 SP","https://www.thehunter.com/#leaderboards/score/49"
"77"," TeteuSadboy","11.2895 SP","https://www.thehunter.com/#leaderboards/score/49"
"77"," breach","11.2895 SP","https://www.thehunter.com/#leaderboards/score/49"
"79"," Aleks_32RU","11.2891 SP","https://www.thehunter.com/#leaderboards/score/49"
"80"," MOXIE","11.2859 SP","https://www.thehunter.com/#leaderboards/score/49"
"81"," Xexeca","11.2839 SP","https://www.thehunter.com/#leaderboards/score/49"
"82"," kevin2605","11.2819 SP","https://www.thehunter.com/#leaderboards/score/49"
"83"," Sabrina2312","11.2739 SP","https://www.thehunter.com/#leaderboards/score/49"
"84"," EMU","11.2734 SP","https://www.thehunter.com/#leaderboards/score/49"
"85"," ResTTT","11.2730 SP","https://www.thehunter.com/#leaderboards/score/49"
"86"," Connor308","11.2726 SP","https://www.thehunter.com/#leaderboards/score/49"
"87"," jeanmichel1","11.2674 SP","https://www.thehunter.com/#leaderboards/score/49"
"88"," kakarott","11.2670 SP","https://www.thehunter.com/#leaderboards/score/49"
"89"," Dad63","11.2662 SP","https://www.thehunter.com/#leaderboards/score/49"
"90"," Loup_ravissant","11.2614 SP","https://www.thehunter.com/#leaderboards/score/49"
"91"," ehr_BigHobo","11.2569 SP","https://www.thehunter.com/#leaderboards/score/49"
"91"," baja21","11.2569 SP","https://www.thehunter.com/#leaderboards/score/49"
"93"," Bloody_Madness","11.2525 SP","https://www.thehunter.com/#leaderboards/score/49"
"94"," Bansan_","11.2469 SP","https://www.thehunter.com/#leaderboards/score/49"
"95"," symphosidon","11.2425 SP","https://www.thehunter.com/#leaderboards/score/49"
"96"," Duke1943","11.2409 SP","https://www.thehunter.com/#leaderboards/score/49"
"97"," Leo_Fransin","11.2373 SP","https://www.thehunter.com/#leaderboards/score/49"
"98"," I_love_you_too","11.2340 SP","https://www.thehunter.com/#leaderboards/score/49"
"99"," Batbileg","11.2329 SP","https://www.thehunter.com/#leaderboards/score/49"
"100"," tolarbear","11.2321 SP","https://www.thehunter.com/#leaderboards/score/49"
"1"," Meatroaster","16.9598 SP","https://www.thehunter.com/#leaderboards/score/36"
"2"," Slava_39","16.9575 SP","https://www.thehunter.com/#leaderboards/score/36"
"3"," polatkara","16.9551 SP","https://www.thehunter.com/#leaderboards/score/36"
"4"," MatheusPoa","16.9543 SP","https://www.thehunter.com/#leaderboards/score/36"
"4"," weshtoto63","16.9543 SP","https://www.thehunter.com/#leaderboards/score/36"
"6"," tufone","16.9512 SP","https://www.thehunter.com/#leaderboards/score/36"
"7"," kikoSVK","16.9508 SP","https://www.thehunter.com/#leaderboards/score/36"
"8"," HooCairs","16.9500 SP","https://www.thehunter.com/#leaderboards/score/36"
"9"," arthsimoes","16.9484 SP","https://www.thehunter.com/#leaderboards/score/36"
"10"," RIPeace","16.9469 SP","https://www.thehunter.com/#leaderboards/score/36"
"11"," Mal23","16.9405 SP","https://www.thehunter.com/#leaderboards/score/36"
"11"," vitor11400","16.9405 SP","https://www.thehunter.com/#leaderboards/score/36"
"13"," cold_disk_320","16.9394 SP","https://www.thehunter.com/#leaderboards/score/36"
"14"," Bunao","16.9370 SP","https://www.thehunter.com/#leaderboards/score/36"
"15"," CQCAMPERCQ","16.9362 SP","https://www.thehunter.com/#leaderboards/score/36"
"16"," Atos93","16.9358 SP","https://www.thehunter.com/#leaderboards/score/36"
"17"," casandolos","16.9342 SP","https://www.thehunter.com/#leaderboards/score/36"
"18"," blunt_force29","16.9319 SP","https://www.thehunter.com/#leaderboards/score/36"
"19"," joasbarboza","16.9311 SP","https://www.thehunter.com/#leaderboards/score/36"
"20"," mpullmis","16.9299 SP","https://www.thehunter.com/#leaderboards/score/36"
"21"," Lucky","16.9287 SP","https://www.thehunter.com/#leaderboards/score/36"
"22"," denalta","16.9268 SP","https://www.thehunter.com/#leaderboards/score/36"
"23"," StevenReenela","16.9228 SP","https://www.thehunter.com/#leaderboards/score/36"
"24"," liboki","16.9213 SP","https://www.thehunter.com/#leaderboards/score/36"
"25"," dlrys","16.9205 SP","https://www.thehunter.com/#leaderboards/score/36"
"26"," rayen1919","16.9197 SP","https://www.thehunter.com/#leaderboards/score/36"
"27"," Ricsi014","16.9185 SP","https://www.thehunter.com/#leaderboards/score/36"
"28"," chory_gn","16.9177 SP","https://www.thehunter.com/#leaderboards/score/36"
"29"," Gyd1","16.9157 SP","https://www.thehunter.com/#leaderboards/score/36"
"30"," Nosutora","16.9154 SP","https://www.thehunter.com/#leaderboards/score/36"
"31"," TomekPL","16.9102 SP","https://www.thehunter.com/#leaderboards/score/36"
"32"," 23333666","16.9099 SP","https://www.thehunter.com/#leaderboards/score/36"
"33"," Hecta_1960","16.9095 SP","https://www.thehunter.com/#leaderboards/score/36"
"34"," Matke___","16.9091 SP","https://www.thehunter.com/#leaderboards/score/36"
"35"," KevinLK","16.9083 SP","https://www.thehunter.com/#leaderboards/score/36"
"36"," Hcowboy","16.9067 SP","https://www.thehunter.com/#leaderboards/score/36"
"37"," henrikchiller","16.9059 SP","https://www.thehunter.com/#leaderboards/score/36"
"38"," machado0gabe","16.9051 SP","https://www.thehunter.com/#leaderboards/score/36"
"39"," TolikBereza","16.9047 SP","https://www.thehunter.com/#leaderboards/score/36"
"40"," Ronnie1957","16.9024 SP","https://www.thehunter.com/#leaderboards/score/36"
"41"," viktor0023","16.9016 SP","https://www.thehunter.com/#leaderboards/score/36"
"42"," dave999","16.9000 SP","https://www.thehunter.com/#leaderboards/score/36"
"43"," jabpg","16.8965 SP","https://www.thehunter.com/#leaderboards/score/36"
"43"," Littlebugga","16.8965 SP","https://www.thehunter.com/#leaderboards/score/36"
"45"," SilHunter","16.8957 SP","https://www.thehunter.com/#leaderboards/score/36"
"46"," Duke1943","16.8933 SP","https://www.thehunter.com/#leaderboards/score/36"
"47"," Soruyo","16.8917 SP","https://www.thehunter.com/#leaderboards/score/36"
"48"," EvAi","16.8914 SP","https://www.thehunter.com/#leaderboards/score/36"
"49"," bigbegon","16.8909 SP","https://www.thehunter.com/#leaderboards/score/36"
"50"," Sensimilla420","16.8870 SP","https://www.thehunter.com/#leaderboards/score/36"
"51"," Long_Turkey","16.8830 SP","https://www.thehunter.com/#leaderboards/score/36"
"52"," Aycko","16.8815 SP","https://www.thehunter.com/#leaderboards/score/36"
"53"," The_Evil_Forester","16.8799 SP","https://www.thehunter.com/#leaderboards/score/36"
"54"," dreamieh","16.8791 SP","https://www.thehunter.com/#leaderboards/score/36"
"55"," CrownedClown","16.8775 SP","https://www.thehunter.com/#leaderboards/score/36"
"56"," Kuyrza","16.8756 SP","https://www.thehunter.com/#leaderboards/score/36"
"56"," CLIPES_yt","16.8756 SP","https://www.thehunter.com/#leaderboards/score/36"
"58"," TCKURDO","16.8717 SP","https://www.thehunter.com/#leaderboards/score/36"
"59"," DARYA2015","16.8708 SP","https://www.thehunter.com/#leaderboards/score/36"
